ID Transaksi,Produk,Kategori,Satuan,Kuantitas,Harga Satuan,Total Harga,Tanggal Pembelian
T1605,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/7/2024
T1115,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/2/2024
T1404,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/6/2024
T1893,Kuas,Alat,Buah,7,18000,126000,1/2/2024
T1977,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/6/2024
T1482,Semen,Material Konstruksi,Zak,3,63000,189000,1/5/2024
T1490,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/4/2024
T1641,Kuas,Alat,Buah,6,18000,108000,1/8/2024
T1574,Kuas,Alat,Buah,7,18000,126000,1/8/2024
T1375,Semen,Material Konstruksi,Zak,1,63000,63000,1/4/2024
T1089,Cat Kayu,Cat,Kaleng,8,89000,712000,1/4/2024
T1925,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/7/2024
T1796,Kuas,Alat,Buah,4,18000,72000,1/3/2024
T1460,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/5/2024
T2011,Cat Kayu,Cat,Kaleng,7,89000,623000,1/4/2024
T1830,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/4/2024
T1223,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/2/2024
T2053,Cat Kayu,Cat,Kaleng,6,89000,534000,1/3/2024
T1652,Kuas,Alat,Buah,2,18000,36000,1/6/2024
T1691,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/4/2024
T2010,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/3/2024
T1238,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/9/2024
T1387,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/2/2024
T1915,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/7/2024
T1988,Cat Kayu,Cat,Kaleng,6,89000,534000,1/2/2024
T1134,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/4/2024
T1477,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/3/2024
T1414,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/3/2024
T1186,Cat Kayu,Cat,Kaleng,2,89000,178000,1/4/2024
T1315,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/8/2024
T1244,Semen,Material Konstruksi,Zak,7,63000,441000,1/8/2024
T1340,Semen,Material Konstruksi,Zak,7,63000,441000,1/4/2024
T1305,Kuas,Alat,Buah,10,18000,180000,1/1/2024
T1558,Semen,Material Konstruksi,Zak,1,63000,63000,1/5/2024
T1530,Kuas,Alat,Buah,2,18000,36000,1/8/2024
T1011,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/3/2024
T1961,Semen,Material Konstruksi,Zak,6,63000,378000,1/1/2024
T1029,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/4/2024
T1777,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/8/2024
T1553,Semen,Material Konstruksi,Zak,8,63000,504000,1/5/2024
T1184,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/4/2024
T1335,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/2/2024
T1011,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/8/2024
T1200,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/9/2024
T2062,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/2/2024
T1922,Semen,Material Konstruksi,Zak,3,63000,189000,1/2/2024
T1526,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/5/2024
T1279,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/5/2024
T1673,Cat Kayu,Cat,Kaleng,2,89000,178000,1/6/2024
T1035,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/4/2024
T1439,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/9/2024
T1147,Semen,Material Konstruksi,Zak,4,63000,252000,1/2/2024
T1662,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/5/2024
T1709,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/1/2024
T1680,Kuas,Alat,Buah,7,18000,126000,1/6/2024
T1108,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/4/2024
T1767,Kuas,Alat,Buah,8,18000,144000,1/1/2024
T1784,Cat Kayu,Cat,Kaleng,3,89000,267000,1/3/2024
T1799,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/8/2024
T1325,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/9/2024
T1836,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/9/2024
T1640,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/4/2024
T1565,Kuas,Alat,Buah,7,18000,126000,1/8/2024
T1527,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/3/2024
T1192,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/5/2024
T1705,Semen,Material Konstruksi,Zak,1,63000,63000,1/4/2024
T1028,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/3/2024
T1187,Semen,Material Konstruksi,Zak,3,63000,189000,1/3/2024
T1275,Cat Kayu,Cat,Kaleng,4,89000,356000,1/9/2024
T1242,Kuas,Alat,Buah,4,18000,72000,1/6/2024
T1986,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/9/2024
T1110,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/5/2024
T1857,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/3/2024
T2043,Kuas,Alat,Buah,9,18000,162000,1/8/2024
T1434,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/7/2024
T1426,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/3/2024
T1741,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/1/2024
T1327,Semen,Material Konstruksi,Zak,3,63000,189000,1/4/2024
T1262,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/7/2024
T1651,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/3/2024
T1045,Cat Kayu,Cat,Kaleng,5,89000,445000,1/5/2024
T1600,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/6/2024
T1115,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/6/2024
T1006,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/6/2024
T1428,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1537,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/9/2024
T1864,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/4/2024
T1962,Cat Tembok,Cat,Kaleng,1,232000,232000,1/4/2024
T1946,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/6/2024
T1243,Cat Kayu,Cat,Kaleng,6,89000,534000,1/6/2024
T2008,Kuas,Alat,Buah,9,18000,162000,1/9/2024
T1380,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/2/2024
T1672,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/1/2024
T1912,Cat Kayu,Cat,Kaleng,2,89000,178000,1/4/2024
T1070,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/2/2024
T1919,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/3/2024
T1755,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/9/2024
T1558,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/4/2024
T1303,Cat Kayu,Cat,Kaleng,1,89000,89000,1/7/2024
T1541,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/6/2024
T1692,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/7/2024
T1598,Semen,Material Konstruksi,Zak,10,63000,630000,1/6/2024
T1597,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/3/2024
T1606,Cat Kayu,Cat,Kaleng,2,89000,178000,1/5/2024
T1032,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/5/2024
T1904,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/6/2024
T1746,Cat Kayu,Cat,Kaleng,7,89000,623000,1/5/2024
T1171,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/6/2024
T1421,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/5/2024
T1579,Semen,Material Konstruksi,Zak,10,63000,630000,1/2/2024
T1604,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/8/2024
T1382,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/6/2024
T1143,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1432,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/9/2024
T1726,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/5/2024
T1889,Cat Kayu,Cat,Kaleng,10,89000,890000,1/7/2024
T1777,Cat Tembok,Cat,Kaleng,3,232000,696000,1/3/2024
T1588,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/3/2024
T1519,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/7/2024
T1596,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/3/2024
T2039,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/3/2024
T2016,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/7/2024
T1225,Kuas,Alat,Buah,6,18000,108000,1/9/2024
T1112,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/5/2024
T1951,Semen,Material Konstruksi,Zak,10,63000,630000,1/1/2024
T1011,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/9/2024
T1936,Semen,Material Konstruksi,Zak,10,63000,630000,1/4/2024
T1170,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/6/2024
T1657,Cat Kayu,Cat,Kaleng,9,89000,801000,1/9/2024
T1110,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/9/2024
T1731,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/1/2024
T1993,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/3/2024
T1605,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/5/2024
T1849,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/2/2024
T1812,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/2/2024
T1034,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/7/2024
T1749,Cat Kayu,Cat,Kaleng,10,89000,890000,1/6/2024
T1704,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/3/2024
T1075,Kuas,Alat,Buah,6,18000,108000,1/7/2024
T1890,Semen,Material Konstruksi,Zak,3,63000,189000,1/4/2024
T1409,Semen,Material Konstruksi,Zak,5,63000,315000,1/3/2024
T1591,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/6/2024
T1661,Kuas,Alat,Buah,6,18000,108000,1/3/2024
T1213,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/5/2024
T1064,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/6/2024
T1063,Kuas,Alat,Buah,3,18000,54000,1/7/2024
T1312,Kuas,Alat,Buah,2,18000,36000,1/7/2024
T1679,Kuas,Alat,Buah,2,18000,36000,1/3/2024
T1339,Kuas,Alat,Buah,2,18000,36000,1/6/2024
T1108,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/9/2024
T1295,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1100,Kuas,Alat,Buah,4,18000,72000,1/6/2024
T1027,Cat Kayu,Cat,Kaleng,1,89000,89000,1/9/2024
T1057,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/2/2024
T1248,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/6/2024
T1770,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/7/2024
T1145,Cat Kayu,Cat,Kaleng,3,89000,267000,1/1/2024
T2058,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/1/2024
T1428,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/1/2024
T1220,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/3/2024
T2048,Kuas,Alat,Buah,3,18000,54000,1/6/2024
T2065,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/3/2024
T1871,Semen,Material Konstruksi,Zak,2,63000,126000,1/7/2024
T1344,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/6/2024
T1872,Cat Kayu,Cat,Kaleng,10,89000,890000,1/7/2024
T1273,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/8/2024
T1478,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/4/2024
T1620,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/9/2024
T1271,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/3/2024
T1246,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/5/2024
T1622,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/2/2024
T1616,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/8/2024
T1989,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/5/2024
T1375,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/5/2024
T1307,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/7/2024
T1571,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/7/2024
T1178,Kuas,Alat,Buah,8,18000,144000,1/5/2024
T1798,Kuas,Alat,Buah,9,18000,162000,1/2/2024
T1208,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/2/2024
T1870,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/7/2024
T1697,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/3/2024
T1851,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/5/2024
T1955,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/3/2024
T1323,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/9/2024
T1182,Kuas,Alat,Buah,3,18000,54000,1/1/2024
T1466,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/1/2024
T1231,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/3/2024
T1594,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/1/2024
T1545,Kuas,Alat,Buah,10,18000,180000,1/4/2024
T1913,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/7/2024
T1685,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/8/2024
T1898,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T1687,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/5/2024
T1826,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/8/2024
T1904,Cat Tembok,Cat,Kaleng,4,232000,928000,1/1/2024
T1707,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/3/2024
T1236,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/8/2024
T1463,Kuas,Alat,Buah,1,18000,18000,1/6/2024
T1842,Kuas,Alat,Buah,7,18000,126000,1/5/2024
T1574,Semen,Material Konstruksi,Zak,2,63000,126000,1/4/2024
T1382,Cat Kayu,Cat,Kaleng,9,89000,801000,1/1/2024
T1223,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/3/2024
T1115,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/1/2024
T1662,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/2/2024
T1717,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/2/2024
T1803,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/7/2024
T1701,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/9/2024
T1351,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/4/2024
T1545,Semen,Material Konstruksi,Zak,1,63000,63000,1/9/2024
T1501,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/7/2024
T1549,Kuas,Alat,Buah,9,18000,162000,1/8/2024
T1973,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/9/2024
T1596,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/5/2024
T1305,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/1/2024
T1502,Semen,Material Konstruksi,Zak,10,63000,630000,1/2/2024
T1861,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/6/2024
T1324,Semen,Material Konstruksi,Zak,7,63000,441000,1/5/2024
T1708,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/9/2024
T1611,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/6/2024
T1673,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/7/2024
T1529,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/7/2024
T1512,Semen,Material Konstruksi,Zak,1,63000,63000,1/8/2024
T1124,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/2/2024
T1227,Semen,Material Konstruksi,Zak,10,63000,630000,1/6/2024
T1873,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/8/2024
T1012,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/8/2024
T1972,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/1/2024
T1188,Cat Kayu,Cat,Kaleng,7,89000,623000,1/1/2024
T1498,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/2/2024
T1070,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/8/2024
T1581,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/6/2024
T1493,Semen,Material Konstruksi,Zak,4,63000,252000,1/1/2024
T1362,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/5/2024
T1690,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/6/2024
T1839,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/1/2024
T1535,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/7/2024
T1950,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/3/2024
T1125,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/3/2024
T1609,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/1/2024
T1121,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/1/2024
T1984,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/8/2024
T1568,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/2/2024
T1896,Cat Tembok,Cat,Kaleng,2,232000,464000,1/4/2024
T1320,Cat Kayu,Cat,Kaleng,6,89000,534000,1/3/2024
T1491,Semen,Material Konstruksi,Zak,5,63000,315000,1/6/2024
T1847,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/1/2024
T1170,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/1/2024
T1692,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1589,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/7/2024
T2033,Cat Tembok,Cat,Kaleng,2,232000,464000,1/2/2024
T1651,Semen,Material Konstruksi,Zak,5,63000,315000,1/6/2024
T1128,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/6/2024
T1210,Cat Kayu,Cat,Kaleng,10,89000,890000,1/2/2024
T1534,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/7/2024
T1620,Semen,Material Konstruksi,Zak,4,63000,252000,1/7/2024
T1847,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/7/2024
T1078,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/3/2024
T1168,Kuas,Alat,Buah,2,18000,36000,1/9/2024
T1514,Kuas,Alat,Buah,7,18000,126000,1/2/2024
T2024,Kuas,Alat,Buah,9,18000,162000,1/4/2024
T2033,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/7/2024
T1916,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/1/2024
T1055,Semen,Material Konstruksi,Zak,10,63000,630000,1/9/2024
T1129,Semen,Material Konstruksi,Zak,2,63000,126000,1/4/2024
T1012,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/9/2024
T1446,Kuas,Alat,Buah,6,18000,108000,1/1/2024
T1175,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/5/2024
T1428,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/8/2024
T1608,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/1/2024
T1824,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/2/2024
T1835,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/1/2024
T1817,Semen,Material Konstruksi,Zak,5,63000,315000,1/8/2024
T1694,Cat Kayu,Cat,Kaleng,5,89000,445000,1/8/2024
T1495,Semen,Material Konstruksi,Zak,2,63000,126000,1/4/2024
T1072,Cat Kayu,Cat,Kaleng,2,89000,178000,1/1/2024
T2018,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/4/2024
T1558,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/9/2024
T1530,Cat Kayu,Cat,Kaleng,7,89000,623000,1/4/2024
T1153,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/1/2024
T1449,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/1/2024
T1587,Cat Tembok,Cat,Kaleng,1,232000,232000,1/1/2024
T1566,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/3/2024
T1867,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/5/2024
T2069,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/4/2024
T1560,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/9/2024
T1486,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/6/2024
T1810,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/7/2024
T1300,Semen,Material Konstruksi,Zak,10,63000,630000,1/4/2024
T1067,Cat Tembok,Cat,Kaleng,4,232000,928000,1/2/2024
T1555,Semen,Material Konstruksi,Zak,10,63000,630000,1/1/2024
T1747,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/5/2024
T1745,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/9/2024
T1303,Kuas,Alat,Buah,7,18000,126000,1/2/2024
T1557,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/3/2024
T1077,Kuas,Alat,Buah,8,18000,144000,1/3/2024
T1277,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/2/2024
T1479,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/3/2024
T1564,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/5/2024
T1522,Kuas,Alat,Buah,5,18000,90000,1/3/2024
T2032,Cat Kayu,Cat,Kaleng,7,89000,623000,1/3/2024
T1404,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/8/2024
T1421,Cat Kayu,Cat,Kaleng,9,89000,801000,1/8/2024
T1630,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/7/2024
T1545,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/9/2024
T1962,Semen,Material Konstruksi,Zak,1,63000,63000,1/3/2024
T1515,Semen,Material Konstruksi,Zak,7,63000,441000,1/2/2024
T1849,Cat Kayu,Cat,Kaleng,6,89000,534000,1/5/2024
T2035,Cat Tembok,Cat,Kaleng,2,232000,464000,1/1/2024
T1391,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/3/2024
T2025,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/8/2024
T1468,Cat Kayu,Cat,Kaleng,4,89000,356000,1/4/2024
T1476,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/6/2024
T1853,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/5/2024
T2043,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/8/2024
T1904,Kuas,Alat,Buah,7,18000,126000,1/1/2024
T1085,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/7/2024
T1241,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/6/2024
T1265,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/8/2024
T1069,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/5/2024
T1800,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/2/2024
T1755,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/9/2024
T1543,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/9/2024
T1056,Kuas,Alat,Buah,2,18000,36000,1/4/2024
T1476,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/7/2024
T1257,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/2/2024
T1595,Semen,Material Konstruksi,Zak,5,63000,315000,1/3/2024
T2020,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T1583,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/5/2024
T1176,Kuas,Alat,Buah,4,18000,72000,1/2/2024
T1942,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/8/2024
T2065,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/3/2024
T1861,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/3/2024
T1832,Kuas,Alat,Buah,6,18000,108000,1/8/2024
T2016,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/8/2024
T1111,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/5/2024
T1089,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/8/2024
T1588,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/5/2024
T1638,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/5/2024
T1985,Kuas,Alat,Buah,10,18000,180000,1/8/2024
T1253,Kuas,Alat,Buah,8,18000,144000,1/9/2024
T1844,Cat Kayu,Cat,Kaleng,5,89000,445000,1/9/2024
T1654,Cat Kayu,Cat,Kaleng,2,89000,178000,1/8/2024
T1923,Kuas,Alat,Buah,8,18000,144000,1/3/2024
T1709,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/1/2024
T1956,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/5/2024
T1495,Kuas,Alat,Buah,5,18000,90000,1/1/2024
T1460,Kuas,Alat,Buah,8,18000,144000,1/7/2024
T1335,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/5/2024
T1356,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/1/2024
T1949,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/4/2024
T1098,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/5/2024
T1614,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/6/2024
T1544,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/7/2024
